STA_SEQ,Station_Name,Proximity_Landmark,Municipality_Name,ADB_SegmentID,YLat,XLong,sbas_no
14381,Peake Brook tributary to,downstream Carson Road,POMFRET,NOSEG,41.9102,-71.9528,3708
14382,Pecks Brook,at Middle Road,ELLINGTON,NOSEG,41.8918,-72.5095,4207
14383,Pequabuck River,downstream Route 177,PLAINVILLE,CT4315-00_02,41.6719,-72.8751,4315
14384,Pequabuck River,downstream Preston Road,PLYMOUTH,CT4315-00_06,41.697534,-73.021703,4315
14385,Pequabuck River,adjacent Retirement Housing (Eagle Street),PLYMOUTH,CT4315-00_06,41.6789,-73.015,4315
14386,Pequabuck River,at Bemis Street upstream of Upper Pond,PLYMOUTH,CT4315-00_06,41.6881,-73.0223,4315
14387,Pequabuck River,Immediately upstream Confluence with Terryville Reservoir 3 outlet stream,PLYMOUTH,CT4315-00_06,41.6891,-73.0238,4315
14388,Pequabuck River,Route72 & Route 6,PLYMOUTH,CT4315-00_06,41.678,-73.0002,4315
14389,Pequabuck River,downstream Canal Street,PLYMOUTH,CT4315-00_05,41.6693,-72.9936,4315
14390,Pequabuck River,upper end Rockwell Park,BRISTOL,CT4315-00_05,41.6742,-72.9619,4315
14391,Pequabuck River,downstream 250 meters Route 229,BRISTOL,CT4315-00_03,41.6681,-72.9208,4315
14392,Pequabuck River,adjacent USGS Gage upstream of Central Avenue,BRISTOL,CT4315-00_02,41.6738,-72.8977,4315
14393,Pequabuck River,downstream 200 meters Route 6,FARMINGTON,CT4315-00_01,41.7046,-72.8504,4315
14394,Pequonnock River,adjacent Unity Park,TRUMBULL,CT7105-00_02,41.2343,-73.1838,7105
14395,Pequonnock River,downstream Route 111 Bridge,TRUMBULL,CT7105-00_03,41.2881,-73.2348,7105
14396,Pine Brook,at old bridge Pine Brook Road,HADDAM,CT4709-00_01,41.5079,-72.4952,4709
14397,Piper Brook,upstream Main Street,NEWINGTON,CT4402-00_02,41.7186,-72.7274,4402
14398,Piper Brook old channel,near mouth (old channel),WEST HARTFORD,CT4402-00_01,41.7303,-72.7231,4402
14399,Pocotopaug Creek,at Main Street,EAST HAMPTON,CT4709-04_02,41.573,-72.5015,4709
14400,Pocotopaug Creek,50 m upstream Route 16,EAST HAMPTON,CT4709-04_02,41.565,-72.5069,4709
14401,Pocotopaug Creek,upstream off Chestnut Hill Road,EAST HAMPTON,CT4709-04_01,41.5352,-72.5182,4709
14402,Poland River,upstream Route 72,PLYMOUTH,CT4313-00_02,41.6912,-73.0045,4313
14403,Pomperaug River,upstream Judson Avenue,WOODBURY,CT6800-00_04,41.5491,-73.2165,6800
14404,Pomperaug River,upstream Transylvania Brook,SOUTHBURY,CT6800-00_02,41.4717,-73.256,6800
14405,Pootatuck River,upstream of dayton street edge of Rocky Glen State Park,NEWTOWN,CT6020-00_01,41.4228,-73.2819,6020
14406,Pootatuck River,downstream Wasserman Way on Game Club Property (Mile Hill Rd),NEWTOWN,CT6020-00_02,41.4064,-73.272,6020
14407,Pootatuck River,upstream new WPCF outfall,NEWTOWN,CT6020-00_02,41.4142,-73.2823,6020
14408,Pootatuck River,downstream new WPCF outfall,NEWTOWN,CT6020-00_01,41.4144,-73.2825,6020
14409,Pootatuck River,downstream Route 84 West overpass,NEWTOWN,CT6020-00_01,41.4162,-73.2824,6020
14410,Quinebaug River,upstream Route 197,THOMPSON,CT3700-00_07,42.022,-71.9528,3700
14411,Quinebaug River,behind Firehouse,PUTNAM,CT3700-00_05,41.9204,-71.9087,3700
14412,Quinebaug River,adjacent Rogers Corp,KILLINGLY,CT3700-00_04,41.8373,-71.9094,3700
14413,Quinnipiac River,downstream small dam behind water company building on Syndall Street,MERIDEN,CT5200-00_04,41.528244,-72.856272,5200
14414,Quinnipiac River,adjacent Route 15 USGS gauge,WALLINGFORD,CT5200-00_02,41.4501,-72.8407,5200
14415,Quinnipiac River,upstream Route10,SOUTHINGTON,CT5200-00_05,41.5713,-72.8962,5200
14416,Connecticut River,upstream of Island Haddam Meadows State Park Adjacent to Rock Landing,HADDAM,CT4000-00_02,41.4961,-72.5259,4000
14417,Quinnipiac River,upstream West Main Street,SOUTHINGTON,CT5200-00_05,41.5878,-72.891,5200
14418,Quinnipiac River,downstream Route 10,SOUTHINGTON,CT5200-00_05,41.572,-72.8952,5200
14419,Quinnipiac River,upstream Old Turnpike Road,SOUTHINGTON,CT5200-00_05,41.57,-72.8891,5200
14420,Quinnipiac River,upstream East Johnson Street,CHESHIRE,CT5200-00_04,41.5502,-72.8705,5200
14421,Quinnipiac River,upstream Main Street,MERIDEN,CT5200-00_02,41.5185,-72.8258,5200
14422,Quinnipiac River,upstream Route 68,WALLINGFORD,CT5200-00_02,41.4912,-72.8174,5200
14423,Quinnipiac River,downstream Tomlinson Avenue,PLAINVILLE,CT5200-00_06,41.6633,-72.8527,5200
14424,Quinnipiac River,downstream Route 10,SOUTHINGTON,CT5200-00_05,41.644,-72.8745,5200
14425,Quinnipiac River,downstream Spring Street,SOUTHINGTON,CT5200-00_05,41.63,-72.8833,5200
14426,Quinnipiac River,downstream Lazy Lane,SOUTHINGTON,CT5200-00_05,41.6219,-72.8751,5200
14427,Quinnipiac River,downstream Mill Street,SOUTHINGTON,CT5200-00_05,41.6042,-72.883,5200
14428,Quinnipiac River,adjacent Queen Street,SOUTHINGTON,CT5200-00_05,41.6178,-72.8751,5200
14429,Quinnipiac River,upstream Toelles Road,WALLINGFORD,CT5200-00_02,41.4326,-72.8506,5200
14430,Rainbow Brook,upstream 100 meters Rainbow Road,WINDSOR,CT4300-50_01,41.9163,-72.6864,4300
14431,Rippowam River,between old bridge and Round Hill Road (Route 137),STAMFORD,CT7405-00_02,41.1134,-73.5471,7405
14432,Rippowam River,downstream Bridge Street in Woodside Park,STAMFORD,CT7405-00_01,41.0661,-73.5484,7405
14433,Roaring Brook,upstream Route 17,GLASTONBURY,CT4009-00_01,41.665,-72.6045,4009
14434,Salmon Creek (Salmon Kill),upstream Salmon Kill Road at USGS gage,SALISBURY,CT6007-00_01,41.9417,-73.3909,6007
14435,Salmon Brook,adjacent Granbrook Park,EAST GRANBY,CT4320-00_01,41.9366,-72.7749,4320
14436,Salmon Brook,upstream House Road,GLASTONBURY,CT4006-00_01,41.7191,-72.602,4006
14437,Salmon Brook,upstream Research Road,GLASTONBURY,CT4006-00_01,41.7167,-72.5851,4006
14438,Salmon Brook,downstream Bell Street,GLASTONBURY,CT4006-00_02,41.7211,-72.5559,4006
14439,Salmon Creek (Salmon Kill),downstream Route 112,SALISBURY,CT6007-00_01,41.9337,-73.3908,6007
14440,Salmon River,downstream Route16 Bridge,EAST HAMPTON,CT4700-00_01,41.5526,-72.4496,4700
14441,Salmon River,downstream 0.7 miles RR bridge,COLCHESTER,CT4700-00_01,41.5742,-72.4294,4700
14442,Sandy Brook,opposite Grange Hall off Riverton Road,COLEBROOK,CT4304-00_01,41.974,-73.0406,4304
14443,Saugatuck River,downstream Davis Hill Road,WESTON,CT7200-00_02,41.2245,-73.3469,7200
14444,Saugatuck River,downstream Route 107 & Route 53 Junction,REDDING,CT7200-00_03,41.2945,-73.3948,7200
14445,Saugatuck River,at DS end of Fly Fishing Only Area (1 Ford Rd),WESTPORT,CT7200-00_01,41.1693,-73.367,7200
14446,Scantic River,downstream Woolam Street,EAST WINDSOR,CT4200-00_01,41.8941,-72.5723,4200
14447,"Blackledge River Unnamed tributary to (""Schroeder Brook"")",upstream Bull Hill Road,MARLBOROUGH,CT4707-15,41.5926,-72.4301,4707
14448,Seymour Hollow Brook,Upstream Rainbow Road,WINDSOR,CT4300-51_01,41.9137,-72.6834,4300
14449,Shenipsit Lake,In Shenipsit Lake,TOLLAND,CT4500-00-1-L1_01,41.8886,-72.4238,4500
14450,Shepaug River,downstream 100 meters Wellers Bridge Road (Route 67),ROXBURY,CT6700-00_01,41.5489,-73.3308,6700
14451,Shetucket River,downstream Plains Road adjacent to USGS gauge,WINDHAM,CT3800-00_05,41.7002,-72.1823,3800
14452,Silvermine River,end of Alvin Road downstream of Perry Avenue,NORWALK,CT7302-00_02,41.1503,-73.4434,7302
14453,Spruce Brook,upstream RR Bridge (cold spring road),NAUGATUCK,CT6900-27_01,41.4562,-73.0626,6900
14454,Steele Brook,downstream East Aurora Street,WATERBURY,CT6912-00_01,41.5711,-73.0594,6912
14455,Steele Brook,upstream POTW discharge,WATERTOWN,CT6912-00_02,41.5913,-73.1026,6912
14456,Steele Brook,parallel North Parking Lot for Municipal stadium,WATERBURY,CT6912-00_02,41.5805,-73.0703,6912
14457,Still River,upstream side of Lanesville Road Crossing (Dead end),NEW MILFORD,CT6600-00_01,41.5406,-73.4124,6600
14458,Still River,under Route 7 overpass adjacent to Gray's Bridge Road,BROOKFIELD,CT6600-00_02,41.4389,-73.401,6600
14459,Still River,upstream 100 meters Wallens Street,WINCHESTER,CT4303-00_03,41.929,-73.0584,4303
14460,Still River,off Route 8  behind VFW,WINCHESTER,CT4303-00_02,41.9476,-73.0487,4303
14461,Sandy Brook (Still River),adjacent USGS gage off Robertsville Road,COLEBROOK,CT4303-00_01,41.9685,-73.0331,4304
14462,Still River,downstream Triangle Street,DANBURY,CT6600-00_04,41.3923,-73.4348,6600
14463,Still River,end Oil Mill Road,DANBURY,CT6600-00_05,41.3898,-73.4637,6600
14464,Still River,upstream Old Newtown Road,DANBURY,CT6600-00_03,41.4063,-73.4253,6600
14465,Stony Brook,upstream South Grand Street,SUFFIELD,CT4100-00_03,41.9608,-72.711,4100
14466,Sympaug Brook,upstream Reservoir Street (Beach street),BETHEL,CT6604-00_02,41.3727,-73.4218,6604
14467,Sympaug Brook,at shelter rock road crossing,DANBURY,CT6604-00_01,41.3908,-73.4272,6604
14468,Sympaug Brook,upstream South Street,BETHEL,CT6604-00_02,41.3689,-73.4205,6604
14469,Tankerhoosen River,upstream 100 m mouth at golf land,VERNON,CT4503-00_01,41.8201,-72.5033,4503
14470,Tankerhoosen River,upstream Tunnel Road,VERNON,CT4503-00_02,41.8272,-72.464,4503
14471,Tenmile River,upstream 0.25 miles mouth,SHERMAN,CT6300-00_01,41.6664,-73.5119,6300
14472,Ten Mile River,downstream Route 322,SOUTHINGTON,CT5202-00_01,41.5655,-72.8905,5202
14473,Ten Mile River,upstream Route 70,CHESHIRE,CT5202-00_02,41.5267,-72.9331,5202
14474,Transylvania Brook,upstream East Flat Hill Road,SOUTHBURY,CT6806-00_01,41.4726,-73.2576,6806
14475,East Swamp Brook tributary to,above POTW outfall,DANBURY,NOSEG,41.3953,-73.4117,6605
14476,Black Brook,at Route 8,SHELTON,NOSEG,41.2763,-73.1164,6025
14477,Limekiln Brook tributary to,below POTW outfall,DANBURY,NOSEG,41.4049,-73.4115,6606
14478,Lyman Brook Unnamed tributary to,downstream New London Turnpike,MARLBOROUGH,CT4707-12_01-INTO,41.6267,-72.4532,4707
14479,Trout Brook,upstream New Britain Avenue,WEST HARTFORD,CT4403-00_01,41.7314,-72.7231,4403
14480,Trout Brook,upstream Route10,PLAINVILLE,NOSEG,41.6788,-72.8464,5200
14481,Turkey Brook,at Skipper Ave,WATERTOWN,NOSEG,41.5891,-73.0761,6912
14482,West Branch Naugatuck River,downstream Route 4,TORRINGTON,CT6904-00_03,41.8181,-73.1441,6904
14483,West Branch Saugatuck River tributary to,at Route 57 & Samuelson Road,WESTON,NOSEG,41.245,-73.4147,7203
14484,West Branch Salmon Brook,upstream 50 meters Barndoor Hills Road,GRANBY,CT4319-00_01b,41.9372,-72.8215,4319
14485,Waterbury WPCF,in secondary clarifiers Waterbury WPCF,WATERBURY,INTO_CT****,41.5206,-73.0447,6900
14486,Wepawaug River,downstream Walnut Street,MILFORD,CT5307-00_02,41.236,-73.0573,5307
14487,Wepawaug River,upstream Route 162,MILFORD,CT5307-00_01,41.2191,-73.0553,5307
14488,West Aspetuck River,Upstream Aspetuck Ridge Road (near Sand Rd),NEW MILFORD,CT6500-00_01,41.604889,-73.428789,6500
14489,West River,upstream Valley Road,NEW HAVEN,CT5305-00_01,41.3303,-72.9663,5305
14490,West River,off Rte 77 South of Route 80,GUILFORD,CT5110-00_02,41.3399,-72.7154,5110
14491,West River,downstream Rte 77 North of Route 80,GUILFORD,CT5110-00_02,41.3574,-72.7206,5110
14492,Willimantic River,upstream old bridge Jones Crossing Road,MANSFIELD,CT3100-00_03,41.8326,-72.3079,3100
14493,Connecticut River,on bank adjacent to Glastonbury Meadows,GLASTONBURY,CT4000-00_03,41.6937,-72.636,4000
14494,Willow Brook,downstream road Near footballfield,NEW BRITAIN,CT4602-00_01,41.6494,-72.7741,4602
14495,Willow Brook,upstream RR tracks discharge,BERLIN,CT4602-00_01,41.6425,-72.7615,4602
14496,Willow Brook,downstream discharge,BERLIN,CT4602-00_01,41.6429,-72.759,4602
14497,Willow Brook,discharge channel,BERLIN,CT4602-00_01,41.6439,-72.76,4602
14498,Wood River,upstream state forest trail North of Cedar Swamp Road,STERLING,NOSEG,41.6567,-71.8334,1100
14499,Wood River,downstream Porter Pond Road near intersection w/Gallup/Homestead Road,STERLING,CT1100-00_01,41.6442,-71.8181,1100
14500,Worden Brook,upstream Squantz Pond,NEW FAIRFIELD,NOSEG,41.5259,-73.4866,6400
14501,Willow Brook,downstream Christian Lane,BERLIN,CT4602-00_01,41.6423,-72.7503,4602
14502,North Branch Park River,downstream Albany Avenue,HARTFORD,CT4404-00_02,41.785,-72.7079,4404
14503,North Branch Park River,downstream upper campus road at University of Hartford,WEST HARTFORD,CT4404-00_02,41.799,-72.7177,4404
14504,Hop Brook,behind tennis courts at Simsbury HS,SIMSBURY,CT4318-00_01,41.8736,-72.8226,4318
14505,Falls River,downstream 500 m Messerschmidt Pond,DEEP RIVER,CT4019-00_01,41.3372,-72.4808,4019
14506,Falls River,downstream Dennison Road,WESTBROOK,CT4019-00_01,41.3375,-72.4816,4019
14507,Waterbury WPCF,final effulent EPT Waterbury WPCF,WATERBURY,INTO_CT****,41.5216,-73.0429,6900
14508,Cedar Swamp Outlet,upstream State Forest Road south of Cedar Swamp Road,STERLING,NOSEG,41.6465,-71.8322,1100
14509,Winchester WPCF,final effulent Winchester WPCF,WINCHESTER,INTO_CT****,41.9404,-73.0538,4303
14510,Bailey Pond,50 meters south pond inlet at northern end,VOLUNTOWN,NOSEG,41.6384,-71.7901,1100
14511,Bailey Pond,50 meters north pond outlet at southern end of pond,VOLUNTOWN,NOSEG,41.635,-71.792,1100
14512,Porter Pond,500 south of pond inlet northern end,STERLING,CT1100-00-1-L1_01,41.6472,-71.822,1100
14513,Porter Pond,west side of rocks south east end adjacent to second road pull off,STERLING,CT1100-00-1-L1_01,41.6458,-71.8191,1100
14514,Porter Pond,50 meters north of pond outlet dam at southern end,STERLING,CT1100-00-1-L1_01,41.6453,-71.8195,1100
14515,Wood River,downstream Cedar Swamp Road,STERLING,NOSEG,41.6518,-71.8289,1100
14516,West Branch Naugatuck River,upstream 100 m Wolcott Street,TORRINGTON,CT6904-00_03,41.81,-73.1349,6904
14517,Wood River tributary to,200 m in from Cedar Swp. Rd. on trail Cedar Swamp Road,STERLING,NOSEG,41.6514,-71.8319,1100
14518,Belcher Brook,downstream Norton Lane,BERLIN,CT4601-00_01,41.5877,-72.769,4601
14519,Farmington River tributary to,downstream 300 m Indian Hill Road (Mary Hart Road),CANTON,NOSEG,41.8506,-72.9405,4300
14520,Factory Brook,upstream Salmonkill Road,SALISBURY,CT6005-00_01,41.9751,-73.4212,6005
14521,Factory Brook,100 m downstream Confluence with Burton Brook,SALISBURY,CT6005-00_02,41.9668,-73.4277,6005
14522,Factory Brook,upstream Cleavland Street,SALISBURY,CT6005-00_02,41.9646,-73.4314,6005
14523,Burton Brook,upstream STP access Road,SALISBURY,CT6005-01_01,41.9667,-73.4341,6005
14524,Pequabuck River,downstream 10 m Bristol STP outfall,BRISTOL,CT4315-00_02,41.6676,-72.9199,4315
14525,Silver Lake,center of northern cove,BERLIN,CT4601-00-1-L2_00,41.5857,-72.7693,4601
14526,Silver Lake,adjacent Boat ramp,BERLIN,CT4601-00-1-L2_01,41.5839,-72.7704,4601
14527,Silver Lake,south northern island,BERLIN,CT4601-00-1-L2_01,41.5808,-72.7723,4601
14528,Silver Lake,north southern island,BERLIN,CT4601-00-1-L2_01,41.5788,-72.7752,4601
14529,Morgan Brook,adjacent to Fancher Road upstream Route 44,BARKHAMSTED,CT4305-00_02,41.9109,-73.0092,4305
14530,Mallory Brook tributary to (intermittent),at 193 Old New Hartford Road,WINCHESTER,NOSEG,41.9135,-73.0517,4305
14531,Ansonia Copper and Brass Company,in wastewater treatment discharge,ANSONIA,INTO_CT****,41.3467,-73.0808,6900
14532,Morgan Brook,at mouth,BARKHAMSTED,CT4305-00_01,41.9018,-72.9889,4305
14533,Torrington WPCF,at WPCF,TORRINGTON,INTO_CT****,41.7801,-73.1154,6900
14534,Bristol WPCF,at WPCF,BRISTOL,INTO_CT****,41.6591,-72.9199,4315
14535,Farmington WPCF,at WPCF,FARMINGTON,INTO_CT****,41.7303,-72.8327,4300
14536,Coginchaug River,at USGS gauge,MIDDLEFIELD,CT4607-00_04,41.5362,-72.6874,4607
14537,Coginchaug River,Above Wadsworth Falls,MIDDLEFIELD,CT4607-00_04,41.5251,-72.7036,4607
14538,Hans Brook,behind Cahill Construction,MIDDLEFIELD,CT4607-11,41.5249,-72.7031,4607
14539,Coginchaug River,upstream Hans Brook confluence,MIDDLEFIELD,CT4607-00_04,41.5244,-72.7038,4607
14540,Ellen Doyle Brook,downstream Route 147,MIDDLEFIELD,CT4607-10_01,41.5099,-72.7152,4607
14541,Lyman Meadows Brook tributary to,at Route 147 in front of store,MIDDLEFIELD,CT4607-08-tirb,41.4968,-72.7085,4607
14542,Coginchaug River,downstream Miller Road,MIDDLEFIELD,CT4607-00_05,41.5008,-72.7041,4607
14543,Lyman Meadows Brook,upstream Route 147,MIDDLEFIELD,CT4607-08,41.4982,-72.7135,4607
14544,Coginchaug River,upstream Route 147,MIDDLEFIELD,CT4607-00_05,41.4954,-72.7045,4607
14545,Coginchaug River,downstream Route 68,DURHAM,CT4607-00_05,41.4769,-72.691,4607
14546,Allyn Brook,downstream Route 68,DURHAM,CT4605-00,41.4772,-72.6886,4605
14547,Mattabesset River,upstream Lower Lane and Belcher Brook Mouth,BERLIN,CT4600-00_04,41.6267,-72.7574,4600
14548,Mattabesset River,east bank end of Kirby Road,CROMWELL,CT4600-00_02,41.6041,-72.7146,4600
14549,Belcher Brook,at Norton Road,BERLIN,CT4601-00_01,41.6165,-72.758,4601
14550,Little Brook,at Bacon Lane,BERLIN,CT4600-07_01,41.6428,-72.7204,4600
14551,Coginchaug River,at Creamery Road,DURHAM,CT4607-00_06,41.4435,-72.6882,4607
14552,Coginchaug River,at Veteran's Park,MIDDLETOWN,CT4607-00_02,41.5585,-72.6692,4607
14553,Norwalk River,upstream Sugar Hollow Road,WILTON,CT7300-00_04,41.2604,-73.4367,7300
14554,Norwalk River,upstream Seeley Road,WILTON,CT7300-00_02,41.2268,-73.4246,7300
14555,Norwalk River,upstream Kent Road (USGS gauge),WILTON,CT7300-00_01,41.1639,-73.4193,7300
14556,Silvermine River,upstream James Street,NORWALK,CT7302-00_01,41.1361,-73.4346,7302
14557,Norwalk River,upstream Broad Street,NORWALK,CT7300-00_01,41.1319,-73.4301,7300
14558,Norwalk River,upstream Route 1,NORWALK,CT7300-00_01,41.1194,-73.417,7300
14559,Danbury WPCF,at Danbury WPCF,DANBURY,INTO_CT****,41.4022,-73.4147,6606
14560,Plymouth WPCF,at Plymouth WPCF,PLYMOUTH,CT4315-00_05-INTO,41.6692,-72.9922,4315
14561,Ansonia WPCF,at Ansonia WPCF,ANSONIA,CT6900-00_01-INTO,41.3348,-73.0802,6900
14562,Manchester WPCF,at Manchester WPCF,MANCHESTER,INTO_CT****,41.7712,-72.5598,4500
14563,Stafford WPCF,at Stafford WPCF,STAFFORD,INTO_CT****,41.9467,-72.3042,3100
14564,Plainville WPCF,at Plainville WPCF,PLAINVILLE,INTO_CT****,41.6833,-72.8642,4315
14565,Southington WPCF,at Southington WPCF,SOUTHINGTON,INTO_CT****,41.5678,-72.8822,5200
14566,Wallingford WPCF,at Wallingford WPCF,WALLINGFORD,INTO_CT****,41.4464,-72.8347,5200
14567,West Branch Naugatuck River,at Main Street (Route 202),TORRINGTON,CT6904-00_01,41.8005,-73.1207,6904
14568,Norwalk River,at wooden bridge in park,WILTON,CT7300-00_02,41.1978,-73.4356,7300
14569,Coginchaug River,at Meetinghouse Hill Road,DURHAM,CT4607-00_05,41.4526,-72.6828,4607
14570,Coginchaug River,at Route 17,DURHAM,CT4607-00_05,41.46,-72.6863,4607
14571,Ellen Doyle Brook,at Powder Hill Road,MIDDLEFIELD,CT4607-10,41.5126,-72.7246,4607
14572,Coginchaug River,at Strickland Road,MIDDLEFIELD,CT4607-00_04,41.5101,-72.7088,4607
14573,John Hall Brook,downstream Edgewood Road,BERLIN,CT4600-05_02,41.5804,-72.8198,4600
14574,Spruce Brook,at Beckly Road,BERLIN,CT4600-13_01,41.6253,-72.7239,4600
14575,Miner Brook,at Westlake Drive,MIDDLETOWN,CT4600-26_01,41.5974,-72.7,4600
14576,Sawmill Brook,at Aetna Fitness Trail,MIDDLETOWN,CT4604-00_01,41.6008,-72.7141,4604
14577,Webster Brook,at Kelsey Street,NEWINGTON,CT4603-00_01,41.6542,-72.7462,4603
14578,Coles Brook,at Route 372,CROMWELL,CT4600-22_01,41.6032,-72.6994,4600
14579,Willow Brook,at Route 372,CROMWELL,CT4600-27_01,41.6021,-72.6848,4600
14580,Willimantic River,adjacent to park upstream Stafford POTW,STAFFORD,CT3100-00_06,41.9505,-72.3037,3100
14581,Willimantic River,downstream Stafford POTW,STAFFORD,CT3100-00_05,41.9423,-72.3058,3100
14582,Willimantic River,upstream Depot Road Coventry Road,MANSFIELD,CT3100-00_02,41.7623,-72.2691,3100
14583,Middle River,downstream Route 32 bridge,STAFFORD,CT3102-00_01,41.9525,-72.3039,3102
14584,Roaring Brook,at Route 32,WILLINGTON,CT3104-00_01,41.904,-72.2891,3104
14585,Skungamaug River,end of Times Farm Road (camp),COVENTRY,CT3106-00_01,41.7659,-72.3927,3106
14586,Hop River,upstream Flanders River Road,COVENTRY,CT3108-00_01,41.7212,-72.2548,3108
14587,Tenmile River,downstream Jones Road,LEBANON,CT3110-00_01,41.6937,-72.2632,3110
14588,Bungee Brook,downstream Mill Bridge Road,EASTFORD,CT3201-00_01,41.8957,-72.0714,3201
14589,Still River,adjacent General Lyon Road; US Pilfershire Rd,EASTFORD,CT3202-00_01,41.8716,-72.0877,3202
14590,Bigelow Brook,downstream Route 198,EASTFORD,CT3203-00_01,41.8671,-72.0921,3203
14591,Mount Hope River,upstream 50 m Elizabeth Road,MANSFIELD,CT3206-00_01,41.7971,-72.1716,3206
14592,Fenton River,downstream 250 m Chaffeeville Road crossing,MANSFIELD,CT3207-00_01a,41.7925,-72.21,3207
